institute,person,run,status
61,471,5,sec
61,471,6,sec
61,471,7,sec
61,471,8,sec
61,484,9,sec
61,484,10,sec
62,488,13,sec
72,516,1,sec
72,516,2,sec
72,516,5,sec
72,516,8,sec
72,516,11,sec
61,897,13,sec
62,586,15,sec
61,1025,11,sec
61,1025,12,sec
62,567,9,third
66,567,7,fourth
66,567,8,fourth
62,587,13,sec
62,599,13,sec
32,628,2,prim
8,304,2,prim
68,305,2,prim
36,306,2,prim
55,276,2,prim
68,308,2,prim
57,4,2,prim
22,144,2,prim
70,310,2,prim
43,1285,2,prim
43,241,2,prim
8,155,2,prim
69,313,2,prim
57,314,2,prim
69,629,2,prim
26,315,2,prim
17,318,2,prim
9,319,2,prim
1,1292,2,prim
64,1293,2,prim
43,320,2,prim
54,321,2,prim
50,322,2,prim
15,323,2,prim
60,324,2,prim
62,327,2,prim
26,327,2,prim
30,328,2,prim
26,328,2,prim
38,1150,2,prim
64,936,2,prim
64,330,2,prim
30,29,2,prim
8,675,2,prim
1,1300,2,prim
57,1152,2,prim
43,332,2,prim
8,608,2,prim
17,333,2,prim
40,941,2,prim
57,1154,2,prim
43,335,2,prim
55,272,2,prim
44,1303,2,prim
54,257,2,prim
57,123,2,prim
50,943,2,prim
50,336,2,prim
26,337,2,prim
8,338,2,prim
62,338,2,prim
42,263,2,prim
69,263,2,prim
69,339,2,prim
43,1305,2,prim
70,27,2,prim
34,630,2,prim
5,719,2,prim
2,341,2,prim
22,1306,2,prim
40,1307,2,prim
26,741,2,prim
15,343,2,prim
36,344,2,prim
15,345,2,prim
60,660,13,prim
55,586,13,prim
25,767,13,prim
61,587,13,prim
36,848,13,prim
1,1217,13,prim
55,588,13,prim
30,900,13,prim
30,891,13,prim
17,333,5,prim
40,941,5,prim
69,334,5,prim
57,1154,5,prim
43,335,5,prim
54,257,5,prim
57,123,5,prim
50,943,5,prim
8,336,5,prim
26,337,5,prim
8,338,5,prim
62,338,5,prim
43,339,5,prim
69,339,5,prim
8,1304,5,prim
70,27,5,prim
69,340,5,prim
34,630,5,prim
5,719,5,prim
79,279,5,prim
2,341,5,prim
17,342,5,prim
26,741,5,prim
15,343,5,prim
69,1309,5,prim
36,344,5,prim
27,345,5,prim
79,631,5,prim
40,1157,5,prim
5,346,5,prim
75,347,5,prim
68,683,5,prim
26,348,5,prim
57,662,5,prim
69,349,5,prim
23,350,5,prim
17,23,5,prim
15,351,5,prim
58,946,5,prim
43,352,5,prim
19,353,5,prim
78,354,5,prim
15,624,5,prim
69,355,5,prim
22,356,5,prim
8,357,5,prim
1,950,5,prim
40,1159,5,prim
21,358,5,prim
70,632,5,prim
26,359,5,prim
69,360,5,prim
8,609,5,prim
65,361,5,prim
69,362,5,prim
65,363,5,prim
40,364,5,prim
69,365,5,prim
32,1228,5,prim
77,627,5,prim
17,1320,5,prim
26,366,5,prim
5,694,5,prim
9,367,5,prim
8,1323,5,prim
14,1326,5,prim
54,1327,5,prim
57,368,5,prim
69,369,5,prim
14,370,5,prim
9,371,5,prim
69,1329,5,prim
57,153,5,prim
15,1330,5,prim
15,372,5,prim
42,373,5,prim
61,374,5,prim
62,374,5,prim
57,185,5,prim
67,1164,5,prim
58,720,5,prim
74,633,5,prim
69,1333,5,prim
9,147,5,prim
54,376,5,prim
62,376,5,prim
10,377,5,prim
32,377,5,prim
10,378,5,prim
32,378,5,prim
40,379,5,prim
38,634,5,prim
44,278,5,prim
77,380,5,prim
57,103,5,prim
56,381,5,prim
69,381,5,prim
8,382,5,prim
22,383,5,prim
61,384,5,prim
39,385,5,prim
61,385,5,prim
39,1340,5,prim
9,929,5,prim
53,386,5,prim
27,1342,5,prim
44,387,5,prim
72,388,5,prim
40,1166,5,prim
70,292,5,prim
57,1251,5,prim
8,610,5,prim
14,389,5,prim
69,390,5,prim
40,391,5,prim
17,392,5,prim
61,393,5,prim
40,671,5,prim
3,394,5,prim
30,394,5,prim
75,663,5,prim
27,211,5,prim
62,211,5,prim
13,395,5,prim
45,396,5,prim
25,721,5,prim
70,742,5,prim
54,397,5,prim
8,398,5,prim
13,399,5,prim
59,400,5,prim
15,664,5,prim
25,722,5,prim
42,401,5,prim
25,402,5,prim
8,108,5,prim
45,403,5,prim
8,1351,5,prim
13,723,5,prim
23,404,5,prim
42,635,5,prim
50,1253,5,prim
69,636,5,prim
9,405,5,prim
61,143,5,prim
27,3,5,prim
30,406,5,prim
15,1360,5,prim
54,407,5,prim
54,1173,5,prim
21,408,5,prim
68,623,5,prim
25,409,5,prim
37,410,5,prim
61,411,5,prim
73,411,5,prim
72,412,5,prim
25,1362,5,prim
1,1364,5,prim
34,638,5,prim
22,1230,5,prim
69,807,5,prim
61,415,5,prim
39,497,5,prim
61,497,5,prim
31,417,5,prim
39,417,5,prim
61,417,5,prim
18,418,5,prim
74,419,5,prim
61,420,5,prim
63,420,5,prim
38,154,5,prim
1,625,5,prim
1,421,5,prim
61,724,5,prim
13,422,5,prim
68,423,5,prim
32,639,5,prim
60,1176,5,prim
69,424,5,prim
57,1254,5,prim
15,425,5,prim
15,426,5,prim
62,707,5,prim
8,427,5,prim
42,71,5,prim
8,612,5,prim
57,1255,5,prim
52,746,5,prim
58,428,5,prim
34,1139,5,prim
13,429,5,prim
13,680,5,prim
76,680,5,prim
61,708,5,prim
69,430,5,prim
62,431,5,prim
79,641,5,prim
61,156,5,prim
73,156,5,prim
38,1177,5,prim
74,1375,5,prim
62,434,5,prim
38,642,5,prim
8,613,5,prim
60,435,5,prim
76,436,5,prim
35,989,5,prim
52,644,5,prim
79,645,5,prim
66,437,5,prim
34,991,5,prim
34,438,5,prim
14,439,5,prim
13,440,5,prim
19,998,5,prim
8,441,5,prim
25,1381,5,prim
61,442,5,prim
53,999,5,prim
42,443,5,prim
50,444,5,prim
40,1179,5,prim
60,740,5,prim
26,726,5,prim
54,1002,5,prim
25,922,5,prim
60,695,5,prim
74,445,5,prim
69,1385,5,prim
9,727,5,prim
32,1386,5,prim
77,447,5,prim
16,448,5,prim
15,449,5,prim
60,1180,5,prim
8,148,5,prim
64,1390,5,prim
10,450,5,prim
29,450,5,prim
43,451,5,prim
15,1271,5,prim
13,452,5,prim
61,453,5,prim
63,453,5,prim
65,1183,5,prim
37,646,5,prim
79,454,5,prim
72,454,5,prim
55,455,5,prim
8,674,5,prim
68,456,5,prim
15,647,5,prim
30,457,5,prim
58,1008,5,prim
30,458,5,prim
38,1185,5,prim
69,117,5,prim
43,459,5,prim
79,649,5,prim
66,460,5,prim
43,650,5,prim
65,709,5,prim
8,614,5,prim
8,615,5,prim
65,461,5,prim
12,1257,5,prim
12,462,5,prim
9,927,5,prim
69,1398,5,prim
16,463,5,prim
32,651,5,prim
43,465,5,prim
75,466,5,prim
12,1405,5,prim
8,467,5,prim
75,468,5,prim
7,469,5,prim
32,652,5,prim
54,681,5,prim
38,470,5,prim
59,471,5,prim
8,616,5,prim
17,1408,5,prim
40,1411,5,prim
70,290,5,prim
10,472,5,prim
29,472,5,prim
74,473,5,prim
15,286,5,prim
13,26,5,prim
53,26,5,prim
76,26,5,prim
1,1414,5,prim
69,273,5,prim
43,474,5,prim
30,1190,5,prim
43,1417,5,prim
75,253,5,prim
65,1191,5,prim
67,150,5,prim
74,730,5,prim
10,477,5,prim
29,477,5,prim
74,478,5,prim
75,479,5,prim
69,677,5,prim
8,122,5,prim
4,1024,5,prim
38,1258,5,prim
8,480,5,prim
68,481,5,prim
5,679,5,prim
57,135,5,prim
13,626,5,prim
9,482,5,prim
8,617,5,prim
38,237,5,prim
75,483,5,prim
39,897,5,prim
63,484,5,prim
36,731,5,prim
74,139,5,prim
14,485,5,prim
77,486,5,prim
61,488,5,prim
25,489,5,prim
25,490,5,prim
73,491,5,prim
74,1429,5,prim
8,1430,5,prim
42,6,5,prim
69,492,5,prim
38,1259,5,prim
43,743,5,prim
8,712,5,prim
38,493,5,prim
8,618,5,prim
13,494,5,prim
30,495,5,prim
30,249,5,prim
61,115,5,prim
74,496,5,prim
62,713,5,prim
1,653,5,prim
61,498,5,prim
45,499,5,prim
45,1201,5,prim
25,500,5,prim
13,501,5,prim
8,714,5,prim
75,502,5,prim
43,503,5,prim
28,142,5,prim
55,504,5,prim
82,1598,14,prim
37,655,5,prim
55,505,5,prim
30,506,5,prim
32,1045,5,prim
27,622,5,prim
17,665,5,prim
32,507,5,prim
38,283,5,prim
40,1439,5,prim
54,1048,5,prim
8,508,5,prim
8,509,5,prim
29,1204,5,prim
8,510,5,prim
43,511,5,prim
23,512,5,prim
54,513,5,prim
40,514,5,prim
77,515,5,prim
57,516,5,prim
21,517,5,prim
69,518,5,prim
50,519,5,prim
60,104,5,prim
60,520,5,prim
44,521,5,prim
40,732,5,prim
30,522,5,prim
60,10,5,prim
45,523,5,prim
44,524,5,prim
40,1447,5,prim
32,525,5,prim
61,527,5,prim
69,1452,5,prim
50,528,5,prim
69,528,5,prim
39,414,5,prim
61,414,5,prim
62,414,5,prim
13,1453,5,prim
8,529,5,prim
74,530,5,prim
25,531,5,prim
39,1456,5,prim
60,532,5,prim
54,1059,5,prim
31,533,5,prim
36,533,5,prim
74,534,5,prim
36,535,5,prim
70,301,5,prim
14,537,5,prim
27,538,5,prim
26,744,5,prim
9,539,5,prim
69,1207,5,prim
77,540,5,prim
26,541,5,prim
60,542,5,prim
68,542,5,prim
73,543,5,prim
25,544,5,prim
74,545,5,prim
74,1067,5,prim
39,546,5,prim
61,546,5,prim
5,706,5,prim
38,1261,5,prim
29,1236,5,prim
69,678,5,prim
65,670,5,prim
57,547,5,prim
17,548,5,prim
37,692,5,prim
4,790,5,prim
4,549,5,prim
15,1210,5,prim
30,1468,5,prim
30,921,5,prim
30,291,5,prim
10,550,5,prim
32,550,5,prim
1,1070,5,prim
57,1262,5,prim
57,1263,5,prim
26,745,5,prim
42,551,5,prim
43,552,5,prim
72,553,5,prim
8,554,5,prim
27,1470,5,prim
17,733,5,prim
57,555,5,prim
45,556,5,prim
55,557,5,prim
78,558,5,prim
8,559,5,prim
30,1473,5,prim
25,560,5,prim
58,561,5,prim
78,562,5,prim
62,563,5,prim
74,1075,5,prim
65,666,5,prim
61,564,5,prim
53,566,5,prim
61,567,5,prim
62,567,5,prim
66,567,5,prim
8,619,5,prim
68,657,5,prim
18,568,5,prim
69,569,5,prim
54,570,5,prim
39,571,5,prim
61,571,5,prim
69,572,5,prim
61,573,5,prim
8,620,5,prim
29,574,5,prim
29,845,5,prim
61,575,5,prim
1,576,5,prim
8,621,5,prim
40,658,5,prim
60,1215,5,prim
77,577,5,prim
25,578,5,prim
38,1264,5,prim
26,1080,5,prim
30,579,5,prim
75,580,5,prim
38,1265,5,prim
44,1486,5,prim
15,667,5,prim
75,582,5,prim
50,1266,5,prim
18,583,5,prim
38,659,5,prim
16,584,5,prim
29,585,5,prim
60,660,5,prim
39,736,5,prim
61,736,5,prim
69,716,5,prim
75,15,5,prim
55,586,5,prim
61,587,5,prim
30,588,5,prim
50,738,5,prim
8,589,5,prim
57,1267,5,prim
58,1085,5,prim
14,1497,5,prim
57,168,5,prim
15,591,5,prim
8,592,5,prim
14,593,5,prim
62,717,5,prim
76,594,5,prim
34,1143,5,prim
12,1088,5,prim
26,596,5,prim
9,597,5,prim
59,1220,5,prim
23,598,5,prim
61,599,5,prim
27,1503,5,prim
59,753,5,prim
57,600,5,prim
41,601,5,prim
54,601,5,prim
38,602,5,prim
15,603,5,prim
50,604,5,prim
60,1223,5,prim
57,605,5,prim
15,1225,5,prim
12,1226,5,prim
12,682,5,prim
78,606,5,prim
32,607,5,prim
43,669,5,prim
20,1278,7,prim
47,304,7,prim
48,304,7,prim
68,305,7,prim
61,306,7,prim
55,285,7,prim
68,308,7,prim
33,1280,7,prim
57,4,7,prim
69,1282,7,prim
39,309,7,prim
61,309,7,prim
69,806,7,prim
70,310,7,prim
13,756,7,prim
55,311,7,prim
61,312,7,prim
40,754,7,prim
69,313,7,prim
57,314,7,prim
8,629,7,prim
26,315,7,prim
7,640,7,prim
8,1244,7,prim
21,316,7,prim
21,317,7,prim
17,318,7,prim
9,319,7,prim
54,321,7,prim
1,326,7,prim
6,322,7,prim
9,322,7,prim
57,323,7,prim
60,324,7,prim
9,9,7,prim
50,325,7,prim
32,1227,7,prim
8,327,7,prim
8,328,7,prim
75,698,7,prim
38,1150,7,prim
51,1137,7,prim
69,329,7,prim
64,936,7,prim
64,330,7,prim
14,331,7,prim
8,675,7,prim
57,1152,7,prim
79,751,7,prim
33,1302,7,prim
8,608,7,prim
68,778,7,prim
69,334,7,prim
57,1154,7,prim
43,335,7,prim
57,123,7,prim
8,336,7,prim
26,337,7,prim
8,338,7,prim
62,338,7,prim
23,757,7,prim
43,339,7,prim
70,27,7,prim
69,340,7,prim
34,630,7,prim
15,1269,7,prim
5,719,7,prim
2,341,7,prim
69,758,7,prim
26,741,7,prim
15,343,7,prim
69,1309,7,prim
8,345,7,prim
79,631,7,prim
40,1157,7,prim
5,346,7,prim
45,759,7,prim
74,347,7,prim
68,683,7,prim
9,760,7,prim
57,662,7,prim
69,349,7,prim
15,351,7,prim
69,764,7,prim
43,352,7,prim
19,353,7,prim
78,354,7,prim
46,924,7,prim
69,355,7,prim
39,689,7,prim
61,689,7,prim
75,761,7,prim
22,356,7,prim
47,762,7,prim
8,357,7,prim
40,1159,7,prim
21,358,7,prim
70,632,7,prim
26,359,7,prim
69,360,7,prim
8,609,7,prim
65,361,7,prim
69,362,7,prim
65,363,7,prim
40,364,7,prim
7,774,7,prim
69,365,7,prim
32,1228,7,prim
43,805,7,prim
69,805,7,prim
26,366,7,prim
5,694,7,prim
14,1326,7,prim
22,771,7,prim
57,368,7,prim
14,370,7,prim
69,1329,7,prim
57,153,7,prim
15,372,7,prim
42,373,7,prim
61,374,7,prim
62,374,7,prim
57,185,7,prim
67,1164,7,prim
74,633,7,prim
69,1333,7,prim
9,147,7,prim
51,375,7,prim
8,705,7,prim
54,376,7,prim
10,377,7,prim
10,378,7,prim
40,379,7,prim
38,634,7,prim
77,380,7,prim
57,103,7,prim
56,381,7,prim
69,381,7,prim
8,382,7,prim
22,383,7,prim
61,384,7,prim
61,385,7,prim
39,1340,7,prim
9,929,7,prim
53,386,7,prim
72,388,7,prim
40,1166,7,prim
70,292,7,prim
57,1251,7,prim
8,610,7,prim
14,389,7,prim
69,390,7,prim
40,391,7,prim
17,392,7,prim
61,393,7,prim
40,671,7,prim
3,394,7,prim
15,394,7,prim
75,663,7,prim
27,211,7,prim
62,211,7,prim
13,395,7,prim
45,396,7,prim
69,1347,7,prim
25,721,7,prim
70,742,7,prim
8,398,7,prim
20,827,7,prim
13,399,7,prim
72,755,7,prim
59,400,7,prim
15,664,7,prim
30,1171,7,prim
25,722,7,prim
42,401,7,prim
25,402,7,prim
45,403,7,prim
29,1172,7,prim
13,723,7,prim
23,404,7,prim
42,635,7,prim
69,686,7,prim
50,1253,7,prim
69,636,7,prim
51,699,7,prim
9,405,7,prim
30,406,7,prim
54,1173,7,prim
21,408,7,prim
15,623,7,prim
25,409,7,prim
37,410,7,prim
25,411,7,prim
72,412,7,prim
25,1362,7,prim
12,31,7,prim
75,637,7,prim
34,638,7,prim
22,1230,7,prim
69,807,7,prim
61,415,7,prim
61,687,7,prim
51,780,7,prim
74,416,7,prim
31,417,7,prim
39,417,7,prim
61,417,7,prim
18,418,7,prim
74,419,7,prim
8,611,7,prim
38,154,7,prim
1,625,7,prim
61,724,7,prim
13,422,7,prim
61,422,7,prim
75,423,7,prim
32,639,7,prim
60,672,7,prim
60,1176,7,prim
25,792,7,prim
69,424,7,prim
51,763,7,prim
57,1254,7,prim
15,426,7,prim
8,427,7,prim
8,612,7,prim
1,781,7,prim
57,1255,7,prim
52,746,7,prim
58,428,7,prim
1,700,7,prim
34,1139,7,prim
13,429,7,prim
61,680,7,prim
62,708,7,prim
69,430,7,prim
79,641,7,prim
61,156,7,prim
43,725,7,prim
38,1177,7,prim
39,775,7,prim
61,775,7,prim
33,1178,7,prim
47,434,7,prim
62,434,7,prim
61,765,7,prim
63,765,7,prim
38,642,7,prim
8,613,7,prim
30,690,7,prim
60,435,7,prim
25,684,7,prim
76,436,7,prim
20,987,7,prim
37,643,7,prim
35,989,7,prim
52,644,7,prim
33,645,7,prim
66,437,7,prim
11,783,7,prim
34,991,7,prim
20,1380,7,prim
79,697,7,prim
27,776,7,prim
34,438,7,prim
14,439,7,prim
14,691,7,prim
19,998,7,prim
8,441,7,prim
25,1381,7,prim
53,999,7,prim
40,1179,7,prim
60,740,7,prim
60,695,7,prim
74,445,7,prim
69,1385,7,prim
27,446,7,prim
54,727,7,prim
77,447,7,prim
16,448,7,prim
15,449,7,prim
60,1180,7,prim
50,919,7,prim
43,451,7,prim
15,1271,7,prim
61,453,7,prim
63,453,7,prim
65,1183,7,prim
61,688,7,prim
79,454,7,prim
55,455,7,prim
8,674,7,prim
68,456,7,prim
15,647,7,prim
30,457,7,prim
30,458,7,prim
38,1185,7,prim
69,117,7,prim
43,459,7,prim
20,729,7,prim
66,769,7,prim
37,648,7,prim
37,798,7,prim
69,1395,7,prim
69,1186,7,prim
43,650,7,prim
65,709,7,prim
75,1012,7,prim
8,614,7,prim
8,615,7,prim
65,461,7,prim
12,1257,7,prim
12,462,7,prim
59,251,7,prim
62,710,7,prim
14,804,7,prim
69,1398,7,prim
69,1187,7,prim
16,463,7,prim
32,651,7,prim
43,464,7,prim
55,464,7,prim
43,465,7,prim
68,784,7,prim
75,466,7,prim
50,256,7,prim
8,467,7,prim
75,468,7,prim
7,469,7,prim
32,652,7,prim
54,681,7,prim
69,816,7,prim
38,470,7,prim
15,685,7,prim
59,471,7,prim
29,1189,7,prim
8,616,7,prim
70,290,7,prim
25,1412,7,prim
10,472,7,prim
29,472,7,prim
74,473,7,prim
15,286,7,prim
13,26,7,prim
53,26,7,prim
76,26,7,prim
69,273,7,prim
43,474,7,prim
30,1190,7,prim
43,1417,7,prim
69,475,7,prim
65,1191,7,prim
27,476,7,prim
67,150,7,prim
27,1421,7,prim
74,730,7,prim
36,796,7,prim
46,711,7,prim
10,477,7,prim
29,477,7,prim
61,478,7,prim
74,478,7,prim
8,677,7,prim
4,1024,7,prim
38,1258,7,prim
8,480,7,prim
5,679,7,prim
57,135,7,prim
13,626,7,prim
9,482,7,prim
8,617,7,prim
38,237,7,prim
39,897,7,prim
63,484,7,prim
36,731,7,prim
14,485,7,prim
77,486,7,prim
19,487,7,prim
61,488,7,prim
25,489,7,prim
36,490,7,prim
73,491,7,prim
20,1031,7,prim
42,6,7,prim
69,492,7,prim
38,1259,7,prim
8,712,7,prim
38,493,7,prim
8,618,7,prim
23,785,7,prim
13,494,7,prim
30,495,7,prim
61,115,7,prim
33,1434,7,prim
74,496,7,prim
62,713,7,prim
61,498,7,prim
45,499,7,prim
45,1201,7,prim
25,500,7,prim
61,500,7,prim
13,501,7,prim
8,714,7,prim
28,142,7,prim
69,142,7,prim
55,504,7,prim
20,1042,7,prim
66,654,7,prim
37,860,7,prim
37,655,7,prim
55,505,7,prim
30,506,7,prim
32,1045,7,prim
27,622,7,prim
17,665,7,prim
32,507,7,prim
38,283,7,prim
69,786,7,prim
8,508,7,prim
8,509,7,prim
8,676,7,prim
29,1204,7,prim
69,766,7,prim
8,510,7,prim
43,511,7,prim
23,512,7,prim
33,513,7,prim
40,514,7,prim
77,515,7,prim
57,516,7,prim
21,517,7,prim
69,518,7,prim
50,519,7,prim
60,104,7,prim
60,520,7,prim
46,696,7,prim
75,673,7,prim
44,521,7,prim
9,772,7,prim
30,522,7,prim
60,10,7,prim
14,773,7,prim
45,523,7,prim
44,524,7,prim
32,525,7,prim
29,526,7,prim
61,527,7,prim
12,1206,7,prim
69,1452,7,prim
50,528,7,prim
69,528,7,prim
36,414,7,prim
13,1453,7,prim
8,529,7,prim
61,656,7,prim
73,656,7,prim
25,531,7,prim
39,1456,7,prim
60,532,7,prim
13,1060,7,prim
76,1060,7,prim
31,533,7,prim
36,533,7,prim
74,534,7,prim
36,535,7,prim
70,301,7,prim
9,536,7,prim
14,537,7,prim
27,538,7,prim
36,1464,7,prim
30,693,7,prim
33,1465,7,prim
9,539,7,prim
69,1207,7,prim
26,541,7,prim
73,543,7,prim
25,544,7,prim
74,545,7,prim
39,546,7,prim
61,546,7,prim
5,706,7,prim
38,1261,7,prim
29,1236,7,prim
8,678,7,prim
65,670,7,prim
57,547,7,prim
17,548,7,prim
37,692,7,prim
4,789,7,prim
4,790,7,prim
4,549,7,prim
15,1210,7,prim
30,291,7,prim
10,550,7,prim
57,1262,7,prim
57,1263,7,prim
26,745,7,prim
42,551,7,prim
43,552,7,prim
72,553,7,prim
8,554,7,prim
1,703,7,prim
57,555,7,prim
8,861,7,prim
45,556,7,prim
55,557,7,prim
78,558,7,prim
8,559,7,prim
25,560,7,prim
8,715,7,prim
32,1241,7,prim
78,562,7,prim
65,666,7,prim
61,564,7,prim
74,565,7,prim
53,566,7,prim
39,567,7,prim
8,619,7,prim
4,842,7,prim
68,657,7,prim
18,568,7,prim
69,569,7,prim
1,787,7,prim
54,570,7,prim
39,571,7,prim
61,571,7,prim
69,572,7,prim
61,573,7,prim
8,620,7,prim
29,574,7,prim
29,845,7,prim
25,575,7,prim
1,576,7,prim
8,621,7,prim
60,1215,7,prim
77,577,7,prim
25,578,7,prim
38,1264,7,prim
26,1080,7,prim
8,579,7,prim
30,579,7,prim
75,580,7,prim
38,1265,7,prim
15,667,7,prim
27,581,7,prim
75,582,7,prim
50,1266,7,prim
18,583,7,prim
78,583,7,prim
38,659,7,prim
16,584,7,prim
29,585,7,prim
60,660,7,prim
69,716,7,prim
55,586,7,prim
25,767,7,prim
74,750,7,prim
61,587,7,prim
1,737,7,prim
30,588,7,prim
68,768,7,prim
54,803,7,prim
50,738,7,prim
8,589,7,prim
57,1267,7,prim
27,590,7,prim
14,1497,7,prim
57,168,7,prim
15,591,7,prim
1,704,7,prim
8,592,7,prim
1,739,7,prim
14,593,7,prim
62,717,7,prim
13,594,7,prim
25,595,7,prim
34,1143,7,prim
27,661,7,prim
26,596,7,prim
9,597,7,prim
59,1220,7,prim
23,598,7,prim
61,599,7,prim
20,856,7,prim
59,753,7,prim
57,600,7,prim
41,601,7,prim
54,601,7,prim
38,602,7,prim
23,1276,7,prim
15,603,7,prim
32,1243,7,prim
50,604,7,prim
60,1223,7,prim
57,605,7,prim
15,1225,7,prim
12,1226,7,prim
12,682,7,prim
54,788,7,prim
32,607,7,prim
43,669,7,prim
14,303,8,prim
32,628,8,prim
47,304,8,prim
48,304,8,prim
68,305,8,prim
61,306,8,prim
55,285,8,prim
55,284,8,prim
68,308,8,prim
57,4,8,prim
69,1282,8,prim
15,930,8,prim
39,309,8,prim
61,309,8,prim
69,806,8,prim
70,310,8,prim
13,756,8,prim
61,756,8,prim
40,754,8,prim
69,313,8,prim
57,314,8,prim
8,629,8,prim
26,315,8,prim
7,640,8,prim
8,1244,8,prim
21,316,8,prim
21,317,8,prim
17,318,8,prim
69,823,8,prim
9,319,8,prim
54,321,8,prim
1,326,8,prim
6,322,8,prim
9,322,8,prim
57,323,8,prim
60,324,8,prim
9,9,8,prim
50,325,8,prim
32,1227,8,prim
8,327,8,prim
8,328,8,prim
75,698,8,prim
38,1150,8,prim
51,1137,8,prim
69,329,8,prim
64,936,8,prim
64,330,8,prim
30,1151,8,prim
8,675,8,prim
27,167,8,prim
38,752,8,prim
57,1152,8,prim
79,751,8,prim
8,608,8,prim
68,778,8,prim
69,334,8,prim
57,1154,8,prim
43,335,8,prim
57,123,8,prim
8,336,8,prim
26,337,8,prim
8,338,8,prim
62,338,8,prim
27,1250,8,prim
23,757,8,prim
43,339,8,prim
70,27,8,prim
69,340,8,prim
51,779,8,prim
34,630,8,prim
15,1269,8,prim
2,341,8,prim
69,758,8,prim
26,741,8,prim
15,343,8,prim
69,1309,8,prim
8,345,8,prim
79,631,8,prim
11,945,8,prim
40,1157,8,prim
5,346,8,prim
45,759,8,prim
74,347,8,prim
68,683,8,prim
9,760,8,prim
57,662,8,prim
69,349,8,prim
15,351,8,prim
40,852,8,prim
69,764,8,prim
19,353,8,prim
78,354,8,prim
46,924,8,prim
69,355,8,prim
39,689,8,prim
61,689,8,prim
75,761,8,prim
22,356,8,prim
47,762,8,prim
8,357,8,prim
23,243,8,prim
40,1159,8,prim
70,632,8,prim
26,359,8,prim
69,360,8,prim
8,609,8,prim
55,851,8,prim
33,1318,8,prim
65,361,8,prim
30,362,8,prim
69,362,8,prim
65,363,8,prim
40,364,8,prim
7,774,8,prim
69,365,8,prim
32,1228,8,prim
43,805,8,prim
69,805,8,prim
26,366,8,prim
5,694,8,prim
22,771,8,prim
57,368,8,prim
69,369,8,prim
14,370,8,prim
69,1329,8,prim
57,153,8,prim
15,372,8,prim
57,373,8,prim
61,374,8,prim
62,374,8,prim
57,185,8,prim
67,1164,8,prim
74,633,8,prim
69,1333,8,prim
51,375,8,prim
8,705,8,prim
30,1336,8,prim
54,376,8,prim
10,377,8,prim
10,378,8,prim
40,379,8,prim
38,634,8,prim
77,380,8,prim
57,103,8,prim
56,381,8,prim
69,381,8,prim
8,382,8,prim
22,383,8,prim
61,384,8,prim
61,385,8,prim
9,929,8,prim
53,386,8,prim
72,388,8,prim
40,1166,8,prim
70,292,8,prim
57,1251,8,prim
8,610,8,prim
42,389,8,prim
30,1168,8,prim
69,390,8,prim
68,808,8,prim
40,391,8,prim
17,392,8,prim
61,393,8,prim
40,671,8,prim
3,394,8,prim
15,394,8,prim
75,663,8,prim
43,958,8,prim
27,211,8,prim
13,395,8,prim
45,396,8,prim
69,1347,8,prim
70,742,8,prim
8,398,8,prim
20,827,8,prim
13,399,8,prim
72,755,8,prim
59,400,8,prim
30,260,8,prim
15,664,8,prim
30,1171,8,prim
45,403,8,prim
29,1172,8,prim
13,723,8,prim
23,404,8,prim
42,635,8,prim
78,1245,8,prim
50,1253,8,prim
69,636,8,prim
30,1357,8,prim
51,699,8,prim
9,405,8,prim
30,406,8,prim
54,1173,8,prim
21,408,8,prim
15,623,8,prim
25,409,8,prim
37,410,8,prim
25,411,8,prim
72,412,8,prim
12,31,8,prim
75,637,8,prim
34,638,8,prim
22,1230,8,prim
69,807,8,prim
61,415,8,prim
61,687,8,prim
51,780,8,prim
74,416,8,prim
31,417,8,prim
39,417,8,prim
61,417,8,prim
74,419,8,prim
8,611,8,prim
38,154,8,prim
1,625,8,prim
61,724,8,prim
75,423,8,prim
32,639,8,prim
60,672,8,prim
60,1176,8,prim
25,792,8,prim
69,424,8,prim
51,763,8,prim
57,1254,8,prim
43,793,8,prim
8,427,8,prim
8,612,8,prim
1,781,8,prim
57,1255,8,prim
52,746,8,prim
58,428,8,prim
1,700,8,prim
34,1139,8,prim
13,429,8,prim
33,1371,8,prim
69,430,8,prim
79,641,8,prim
43,725,8,prim
38,1177,8,prim
39,775,8,prim
61,775,8,prim
61,782,8,prim
63,782,8,prim
33,1178,8,prim
47,434,8,prim
62,434,8,prim
61,765,8,prim
63,765,8,prim
38,642,8,prim
8,613,8,prim
30,690,8,prim
60,435,8,prim
25,684,8,prim
76,436,8,prim
20,987,8,prim
37,643,8,prim
35,989,8,prim
33,645,8,prim
66,437,8,prim
11,783,8,prim
34,991,8,prim
79,697,8,prim
27,776,8,prim
34,438,8,prim
14,439,8,prim
19,998,8,prim
8,441,8,prim
9,794,8,prim
40,1179,8,prim
60,740,8,prim
60,695,8,prim
74,445,8,prim
69,1385,8,prim
27,446,8,prim
16,448,8,prim
15,449,8,prim
60,1180,8,prim
43,451,8,prim
15,1271,8,prim
61,453,8,prim
63,453,8,prim
65,1183,8,prim
61,688,8,prim
79,454,8,prim
55,455,8,prim
8,674,8,prim
68,456,8,prim
15,647,8,prim
